epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,14.911,1.78015,5.65563,4.78559,0.02495,13.2946,0.00376,0.375,0.04638,0.02863,0.00212,0.25,0.04259,0.02509,1.20083,4.42296,6.1691,0.02789,0,0.000279692,0.000279692,0.000279692
2,18.0869,1.7776,5.50074,4.60807,0.0218,13.1438,0.00588,0.375,0.05167,0.03127,0.0031,0.25,0.04318,0.02506,1.27342,4.85611,6.19213,0.0292,0,0.000553849,0.000553849,0.000553849
