epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
105,8689.46,1.04513,1.08439,1.41263,0.02008,0.85116,0.80486,0.8556,0.67044,0.93749,0.86646,1.42257,0.01988,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704
106,8776.47,1.03147,1.0587,1.40902,0.01942,0.8619,0.79699,0.86069,0.67003,0.93856,0.86229,1.42038,0.02034,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
107,8863.6,1.03597,1.05637,1.40814,0.02027,0.84954,0.80011,0.85293,0.66123,0.94123,0.88355,1.41945,0.01908,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506
108,8950.05,1.0265,1.05115,1.40568,0.02027,0.85693,0.81079,0.85589,0.66514,0.93339,0.8737,1.4114,0.01969,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407
109,9035.35,1.02516,1.04999,1.39953,0.01949,0.86268,0.79942,0.85654,0.66497,0.93824,0.87457,1.41414,0.01977,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308
110,9122.55,1.03946,1.06158,1.41711,0.01986,0.85112,0.7975,0.85933,0.66691,0.93239,0.86782,1.41004,0.02005,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209
111,9209.96,1.02851,1.05386,1.4062,0.01977,0.86067,0.80243,0.86209,0.67986,0.91935,0.84136,1.40027,0.01972,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
112,9296.83,1.01991,1.03406,1.39962,0.01965,0.86438,0.79799,0.86085,0.6753,0.9182,0.86171,1.40174,0.01959,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011
113,9380.71,1.02304,1.03551,1.39372,0.01976,0.85929,0.81462,0.86063,0.67756,0.92457,0.85103,1.39756,0.01983,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912
114,9466.23,1.02137,1.03939,1.39424,0.01986,0.85988,0.80805,0.86267,0.67777,0.92302,0.84302,1.39404,0.01998,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813
115,9551.73,1.02057,1.04259,1.39747,0.01913,0.87138,0.80091,0.85876,0.67524,0.92053,0.85022,1.39363,0.01936,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714
116,9636.15,1.00299,1.01121,1.37764,0.01816,0.86743,0.80567,0.85868,0.6758,0.91771,0.84113,1.39947,0.01998,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
117,9721.47,1.01578,1.02121,1.38924,0.01971,0.86845,0.80843,0.86276,0.6807,0.90496,0.83568,1.38228,0.01902,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516
118,9807.68,1.00446,1.00172,1.37999,0.02013,0.8472,0.82042,0.86288,0.6791,0.9146,0.83199,1.39112,0.01887,0.0265251,0.0088417,0.0265251,0.0088417,0.0265251,0.0088417,0.0265251,0.0088417
119,9892.54,1.00639,1.01196,1.37904,0.01849,0.86105,0.8189,0.86395,0.67812,0.90546,0.82761,1.38589,0.01914,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318
120,9977.79,1.01092,1.02823,1.387,0.01899,0.8705,0.81913,0.87021,0.68707,0.89844,0.82305,1.37928,0.01914,0.0264657,0.0088219,0.0264657,0.0088219,0.0264657,0.0088219,0.0264657,0.0088219
121,10065.5,1.00734,1.00792,1.37946,0.01906,0.85972,0.82752,0.86705,0.68656,0.89628,0.81848,1.37816,0.0189,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
122,10150.9,1.0029,1.01428,1.38141,0.01995,0.88126,0.80534,0.86817,0.6896,0.89652,0.81439,1.37484,0.01894,0.0264063,0.0088021,0.0264063,0.0088021,0.0264063,0.0088021,0.0264063,0.0088021
123,10236.2,0.99997,1.01058,1.37738,0.0192,0.86801,0.81524,0.86603,0.68621,0.90962,0.82955,1.38236,0.01916,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922
124,10321.9,1.00939,1.00985,1.37551,0.01881,0.87742,0.81388,0.86665,0.68357,0.905,0.81399,1.38445,0.01921,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823
125,10407.3,0.99678,1.002,1.37159,0.01885,0.88201,0.81081,0.86935,0.6912,0.88795,0.7945,1.36938,0.01927,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724
126,10491.8,1.00497,1.0147,1.3781,0.01907,0.87787,0.812,0.87041,0.69089,0.89056,0.80901,1.36441,0.01849,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
127,10577,0.99487,0.99992,1.36919,0.01992,0.86382,0.82015,0.86592,0.68193,0.90293,0.82521,1.38152,0.019,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526
128,10661.8,0.98246,0.99153,1.36331,0.01835,0.87008,0.8216,0.86896,0.69199,0.88709,0.80686,1.36111,0.01857,0.0262281,0.0087427,0.0262281,0.0087427,0.0262281,0.0087427,0.0262281,0.0087427
129,10746.6,0.99488,0.99565,1.36362,0.01883,0.87198,0.81743,0.86932,0.68876,0.88799,0.81252,1.35778,0.01946,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328
130,10832.9,0.98572,0.99144,1.36174,0.01877,0.87127,0.81881,0.87156,0.69113,0.88767,0.79558,1.36582,0.01961,0.0261687,0.0087229,0.0261687,0.0087229,0.0261687,0.0087229,0.0261687,0.0087229
131,10919,0.99979,1.01428,1.3741,0.01949,0.87644,0.8137,0.87098,0.69277,0.89335,0.80178,1.37132,0.01928,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
132,11003.9,0.99811,1.00058,1.36694,0.01816,0.87783,0.81666,0.87554,0.69788,0.86909,0.77334,1.34181,0.01867,0.0261093,0.0087031,0.0261093,0.0087031,0.0261093,0.0087031,0.0261093,0.0087031
133,11089.5,0.98531,0.98408,1.35787,0.01894,0.88607,0.80654,0.87218,0.69284,0.87351,0.79151,1.34864,0.01914,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932
134,11175.4,0.99821,1.00461,1.36955,0.01851,0.87988,0.82997,0.87454,0.69929,0.87436,0.78082,1.34568,0.01872,0.0260499,0.0086833,0.0260499,0.0086833,0.0260499,0.0086833,0.0260499,0.0086833
135,11259.8,0.98302,0.98447,1.35902,0.01862,0.86392,0.82851,0.87524,0.69889,0.8725,0.77625,1.34818,0.01906,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734
136,11344,0.97865,0.97578,1.35376,0.01827,0.88487,0.82414,0.8773,0.70575,0.86197,0.76329,1.34032,0.0183,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
137,11429.9,0.97633,0.98299,1.35685,0.01841,0.88886,0.82385,0.87845,0.70478,0.86587,0.77168,1.34414,0.01845,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536
138,11513.4,0.98129,0.98686,1.35304,0.01798,0.88557,0.8154,0.87939,0.70592,0.86359,0.77625,1.3456,0.01774,0.0259311,0.0086437,0.0259311,0.0086437,0.0259311,0.0086437,0.0259311,0.0086437
139,11598.6,0.98878,0.98419,1.36277,0.01905,0.88126,0.82504,0.87982,0.71006,0.87266,0.77119,1.3507,0.01833,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338
140,11684.5,0.97594,0.97921,1.3522,0.01774,0.87227,0.83154,0.8767,0.7061,0.876,0.77818,1.35481,0.01881,0.0258717,0.0086239,0.0258717,0.0086239,0.0258717,0.0086239,0.0258717,0.0086239
141,11768.5,0.97481,0.9682,1.35132,0.01849,0.87336,0.83159,0.87928,0.70851,0.86392,0.77199,1.34316,0.01881,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
142,11854.1,0.97378,0.97874,1.35247,0.0181,0.87524,0.8291,0.87757,0.70996,0.8577,0.76552,1.33628,0.01819,0.0258123,0.0086041,0.0258123,0.0086041,0.0258123,0.0086041,0.0258123,0.0086041
143,11939.6,0.96899,0.96233,1.34479,0.01868,0.87555,0.83399,0.87742,0.70784,0.86029,0.7704,1.33971,0.01791,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942
144,12024,0.97002,0.95511,1.34849,0.01794,0.88454,0.82436,0.87823,0.7084,0.84868,0.76273,1.32887,0.01796,0.0257529,0.0085843,0.0257529,0.0085843,0.0257529,0.0085843,0.0257529,0.0085843
145,12108.9,0.97277,0.97576,1.34754,0.01832,0.87148,0.83327,0.87709,0.70897,0.84927,0.77058,1.32769,0.01867,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744
146,12194.3,0.97289,0.96884,1.34958,0.0184,0.87423,0.82353,0.87531,0.70712,0.85694,0.77899,1.33489,0.01924,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
147,12278.9,0.9692,0.97134,1.34562,0.01829,0.88137,0.8255,0.87993,0.71122,0.84638,0.76698,1.32606,0.01884,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546
148,12365.1,0.97426,0.9632,1.34041,0.01867,0.88373,0.81721,0.87989,0.71181,0.84675,0.76603,1.32524,0.0189,0.0256341,0.0085447,0.0256341,0.0085447,0.0256341,0.0085447,0.0256341,0.0085447
149,12451.2,0.96221,0.9581,1.3375,0.01837,0.87686,0.83513,0.8812,0.71644,0.83528,0.74997,1.31583,0.01836,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348
150,12536.9,0.96164,0.95589,1.3392,0.01743,0.87822,0.8363,0.88151,0.71594,0.83597,0.75428,1.31717,0.01823,0.0255747,0.0085249,0.0255747,0.0085249,0.0255747,0.0085249,0.0255747,0.0085249
151,12621.7,0.96071,0.95912,1.33596,0.01741,0.88374,0.82956,0.88024,0.71726,0.83642,0.75421,1.31801,0.01789,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
152,12707.8,0.9662,0.96455,1.34496,0.01869,0.87953,0.83764,0.88366,0.71802,0.83518,0.73731,1.31538,0.01764,0.0255153,0.0085051,0.0255153,0.0085051,0.0255153,0.0085051,0.0255153,0.0085051
153,12794.2,0.96946,0.96337,1.34411,0.01787,0.88297,0.83551,0.88601,0.71917,0.83681,0.73874,1.31529,0.01767,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952
154,12878.6,0.96729,0.97067,1.33872,0.01697,0.88031,0.84251,0.88594,0.71589,0.84056,0.73531,1.31579,0.01857,0.0254559,0.0084853,0.0254559,0.0084853,0.0254559,0.0084853,0.0254559,0.0084853
155,12963.6,0.96258,0.95538,1.33392,0.0178,0.88265,0.84012,0.88815,0.7214,0.82886,0.72387,1.30737,0.01862,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754
156,13049.6,0.96118,0.94448,1.33204,0.01807,0.87786,0.83585,0.88535,0.71889,0.83013,0.73503,1.31025,0.01811,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
157,13133.3,0.96494,0.95859,1.33656,0.01727,0.87851,0.83909,0.88386,0.71618,0.83053,0.74122,1.30958,0.01807,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556
158,13218.4,0.95663,0.94576,1.33782,0.01831,0.88379,0.83123,0.88338,0.71652,0.83085,0.74185,1.30505,0.01863,0.0253371,0.0084457,0.0253371,0.0084457,0.0253371,0.0084457,0.0253371,0.0084457
159,13303.3,0.9463,0.93604,1.32228,0.01787,0.87247,0.83864,0.88388,0.71596,0.83323,0.73945,1.30739,0.01851,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358
160,13388.2,0.95248,0.94402,1.33215,0.01814,0.87946,0.83554,0.88497,0.721,0.82683,0.73321,1.30593,0.01793,0.0252777,0.0084259,0.0252777,0.0084259,0.0252777,0.0084259,0.0252777,0.0084259
161,13473.5,0.95614,0.94653,1.33432,0.01766,0.89053,0.82713,0.88644,0.72137,0.82398,0.73577,1.30685,0.01771,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
162,13558.6,0.96153,0.95738,1.33829,0.01789,0.88552,0.82963,0.88291,0.72042,0.8232,0.73986,1.30675,0.01795,0.0252183,0.0084061,0.0252183,0.0084061,0.0252183,0.0084061,0.0252183,0.0084061
163,13641.8,0.95365,0.93374,1.32602,0.0183,0.88749,0.83317,0.88105,0.71617,0.82638,0.74716,1.30596,0.0181,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962
164,13726.9,0.95349,0.92938,1.32283,0.01783,0.8953,0.82714,0.88116,0.7194,0.82159,0.74171,1.30281,0.0177,0.0251589,0.0083863,0.0251589,0.0083863,0.0251589,0.0083863,0.0251589,0.0083863
165,13812.1,0.94655,0.93541,1.32055,0.01717,0.89128,0.82982,0.88552,0.72116,0.81627,0.73043,1.29794,0.01707,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764
166,13896.7,0.951,0.93668,1.32681,0.01842,0.88904,0.83173,0.88576,0.72421,0.81405,0.72403,1.2926,0.01783,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
167,13982.5,0.95427,0.93595,1.32876,0.01788,0.8782,0.84424,0.88743,0.72788,0.80933,0.72779,1.28859,0.01797,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566
168,14068.9,0.95846,0.94292,1.33005,0.01818,0.88907,0.84188,0.88665,0.72701,0.81226,0.72782,1.28984,0.01782,0.0250401,0.0083467,0.0250401,0.0083467,0.0250401,0.0083467,0.0250401,0.0083467
169,14153.6,0.94804,0.94031,1.33097,0.01786,0.89425,0.82999,0.88606,0.72415,0.81602,0.72688,1.29493,0.01865,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368
170,14237.4,0.93576,0.9317,1.31691,0.01723,0.88907,0.8351,0.88572,0.72449,0.81133,0.72454,1.29051,0.01781,0.0249807,0.0083269,0.0249807,0.0083269,0.0249807,0.0083269,0.0249807,0.0083269
171,14322.5,0.95423,0.94102,1.3267,0.01739,0.88095,0.84615,0.88646,0.72448,0.80844,0.72141,1.28674,0.01712,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
172,14406.9,0.9465,0.92969,1.321,0.0175,0.87462,0.84671,0.88708,0.72572,0.80528,0.72033,1.2835,0.01749,0.0249213,0.0083071,0.0249213,0.0083071,0.0249213,0.0083071,0.0249213,0.0083071
173,14492.2,0.93591,0.92343,1.32117,0.01678,0.8854,0.83801,0.88554,0.7241,0.80254,0.71854,1.28386,0.01747,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972
174,14578.3,0.94277,0.9265,1.31982,0.01783,0.88524,0.84081,0.88509,0.72718,0.79926,0.72105,1.27973,0.01754,0.0248619,0.0082873,0.0248619,0.0082873,0.0248619,0.0082873,0.0248619,0.0082873
175,14664.3,0.94616,0.93025,1.31712,0.01806,0.88044,0.84773,0.88447,0.72702,0.80202,0.71962,1.28206,0.01777,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774
176,14748.7,0.93673,0.92035,1.30907,0.01678,0.88182,0.84878,0.88632,0.72683,0.79624,0.71802,1.27364,0.01781,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
177,14833.5,0.94872,0.92744,1.323,0.01797,0.89049,0.84481,0.88748,0.72756,0.79759,0.71439,1.27507,0.01754,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576
178,14918.3,0.92989,0.91103,1.31129,0.01712,0.88857,0.84473,0.88656,0.72852,0.79701,0.71581,1.2755,0.01761,0.0247431,0.0082477,0.0247431,0.0082477,0.0247431,0.0082477,0.0247431,0.0082477
179,15001.9,0.93732,0.92152,1.31274,0.01722,0.89523,0.83174,0.88691,0.72845,0.79472,0.7122,1.27315,0.01687,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378
180,15087.4,0.93601,0.91251,1.31344,0.01702,0.89397,0.83661,0.88839,0.73164,0.79627,0.7108,1.27316,0.01734,0.0246837,0.0082279,0.0246837,0.0082279,0.0246837,0.0082279,0.0246837,0.0082279
181,15172.8,0.94495,0.93199,1.31819,0.01712,0.89347,0.83736,0.88775,0.73079,0.79984,0.71643,1.2794,0.01707,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
182,15257.3,0.93508,0.92164,1.31269,0.01765,0.88604,0.84422,0.88924,0.73226,0.79678,0.71199,1.27633,0.01682,0.0246243,0.0082081,0.0246243,0.0082081,0.0246243,0.0082081,0.0246243,0.0082081
183,15344.3,0.93479,0.91335,1.30556,0.01664,0.89121,0.84237,0.88981,0.73488,0.79533,0.7043,1.27699,0.01724,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982
184,15430.5,0.94067,0.93581,1.3156,0.01779,0.8753,0.85758,0.89206,0.73659,0.79048,0.69595,1.27157,0.01731,0.0245649,0.0081883,0.0245649,0.0081883,0.0245649,0.0081883,0.0245649,0.0081883
185,15515.6,0.92692,0.92467,1.30968,0.01641,0.89173,0.8503,0.89229,0.73505,0.79049,0.69894,1.27032,0.01687,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784
186,15601.2,0.93459,0.91057,1.30769,0.01723,0.88837,0.85078,0.89359,0.73663,0.78691,0.69794,1.26566,0.01741,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
187,15688,0.93324,0.90848,1.31302,0.01692,0.89869,0.84325,0.89347,0.73658,0.78901,0.69788,1.26593,0.01746,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586
188,15774.1,0.92078,0.89552,1.29621,0.01683,0.89598,0.84364,0.89389,0.73611,0.7866,0.69626,1.26414,0.01715,0.0244461,0.0081487,0.0244461,0.0081487,0.0244461,0.0081487,0.0244461,0.0081487
189,15859,0.92914,0.89845,1.30083,0.01747,0.9029,0.84043,0.89469,0.73544,0.78389,0.69366,1.26067,0.01671,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388
190,15945.6,0.92241,0.90463,1.30193,0.01662,0.89389,0.84585,0.89479,0.73745,0.78329,0.69494,1.25905,0.01698,0.0243867,0.0081289,0.0243867,0.0081289,0.0243867,0.0081289,0.0243867,0.0081289
191,16032.3,0.92612,0.90365,1.30285,0.01725,0.89189,0.84886,0.89523,0.73841,0.78144,0.69388,1.25719,0.01693,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
192,16117.6,0.93348,0.91581,1.31416,0.01716,0.90218,0.84383,0.89411,0.73784,0.78286,0.69862,1.25713,0.0177,0.0243273,0.0081091,0.0243273,0.0081091,0.0243273,0.0081091,0.0243273,0.0081091
193,16202.5,0.92593,0.90631,1.30171,0.0164,0.9,0.84601,0.89347,0.73949,0.78056,0.69611,1.25376,0.01717,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992
194,16288.4,0.92044,0.90722,1.293,0.017,0.89669,0.84947,0.89431,0.73938,0.77928,0.69455,1.25394,0.01711,0.0242679,0.0080893,0.0242679,0.0080893,0.0242679,0.0080893,0.0242679,0.0080893
195,16373.9,0.91551,0.89301,1.29333,0.01679,0.89471,0.85272,0.89279,0.73736,0.78212,0.69795,1.25932,0.0169,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794
196,16458.3,0.91927,0.89556,1.30212,0.0166,0.899,0.85033,0.89271,0.73946,0.77791,0.6947,1.25614,0.01633,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
197,16542.9,0.92112,0.89033,1.29159,0.01763,0.89796,0.84972,0.89354,0.73993,0.77679,0.69313,1.25477,0.0166,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596
198,16628.4,0.92455,0.8985,1.29793,0.01723,0.89714,0.8513,0.89408,0.74091,0.77428,0.6887,1.25026,0.01651,0.0241491,0.0080497,0.0241491,0.0080497,0.0241491,0.0080497,0.0241491,0.0080497
199,16713.2,0.92559,0.9014,1.29651,0.01709,0.8911,0.85216,0.89417,0.74027,0.77388,0.6905,1.24972,0.01674,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398
200,16798.3,0.91589,0.89743,1.29226,0.01715,0.89419,0.84657,0.89399,0.74085,0.77689,0.6929,1.25272,0.01721,0.0240897,0.0080299,0.0240897,0.0080299,0.0240897,0.0080299,0.0240897,0.0080299
201,16884.2,0.91932,0.89193,1.29275,0.0168,0.89753,0.84797,0.89454,0.74169,0.77463,0.68792,1.25088,0.01697,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
202,16968.8,0.92334,0.91469,1.298,0.01672,0.89718,0.84886,0.89564,0.74203,0.77304,0.68491,1.24958,0.01716,0.0240303,0.0080101,0.0240303,0.0080101,0.0240303,0.0080101,0.0240303,0.0080101
203,17053.9,0.93032,0.9045,1.30328,0.01669,0.89307,0.85008,0.89646,0.74276,0.77154,0.68162,1.24739,0.01739,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002
204,17139.7,0.91718,0.89173,1.29603,0.01705,0.89307,0.85138,0.89665,0.74345,0.76958,0.67963,1.24537,0.0175,0.0239709,0.0079903,0.0239709,0.0079903,0.0239709,0.0079903,0.0239709,0.0079903
205,17224.9,0.91595,0.89132,1.28927,0.01712,0.89714,0.84294,0.89658,0.74468,0.76904,0.6786,1.24528,0.01709,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804
206,17311.2,0.91385,0.87879,1.2873,0.01722,0.8954,0.84459,0.8962,0.74537,0.76896,0.6796,1.24547,0.01725,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
207,17398.9,0.9072,0.87826,1.28631,0.01619,0.89569,0.84455,0.89669,0.74557,0.76773,0.67789,1.24519,0.01701,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606
208,17486.4,0.90116,0.87381,1.28513,0.01649,0.88621,0.85559,0.89663,0.74403,0.76655,0.67675,1.24495,0.01702,0.0238521,0.0079507,0.0238521,0.0079507,0.0238521,0.0079507,0.0238521,0.0079507
209,17573.2,0.91845,0.88862,1.29019,0.01725,0.88575,0.85416,0.89599,0.7435,0.76792,0.67855,1.24564,0.01709,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408
210,17658.2,0.90526,0.88272,1.28396,0.01578,0.89096,0.85356,0.89615,0.74404,0.76618,0.67631,1.24414,0.01701,0.0237927,0.0079309,0.0237927,0.0079309,0.0237927,0.0079309,0.0237927,0.0079309
211,17745.7,0.91128,0.89017,1.2837,0.01628,0.89172,0.85629,0.89814,0.74554,0.76382,0.67209,1.2422,0.01679,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
212,17832.7,0.90155,0.87361,1.28452,0.01566,0.89272,0.85703,0.89723,0.74487,0.76273,0.67104,1.24014,0.01689,0.0237333,0.0079111,0.0237333,0.0079111,0.0237333,0.0079111,0.0237333,0.0079111
213,17921.4,0.89685,0.87715,1.27965,0.01646,0.89262,0.85499,0.89681,0.74595,0.76172,0.66963,1.23895,0.01641,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012
214,18009,0.90316,0.87257,1.28269,0.01646,0.88875,0.85952,0.89745,0.74647,0.76015,0.66793,1.23709,0.016,0.0236739,0.0078913,0.0236739,0.0078913,0.0236739,0.0078913,0.0236739,0.0078913
215,18095.9,0.90253,0.87032,1.2754,0.01645,0.89361,0.85629,0.89733,0.74783,0.75675,0.66679,1.23357,0.01608,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814
216,18184.3,0.90599,0.88471,1.28721,0.01603,0.88805,0.86007,0.89739,0.7485,0.75629,0.66737,1.23275,0.01614,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
217,18272.2,0.90922,0.88282,1.2877,0.01575,0.88317,0.86579,0.89857,0.74934,0.75529,0.66657,1.23084,0.01607,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616
218,18359.9,0.89488,0.88257,1.27711,0.01583,0.89864,0.85483,0.89859,0.75032,0.75316,0.66376,1.22826,0.01608,0.0235551,0.0078517,0.0235551,0.0078517,0.0235551,0.0078517,0.0235551,0.0078517
219,18447.2,0.8961,0.86954,1.27571,0.01637,0.89694,0.85808,0.8989,0.75101,0.74993,0.66174,1.22484,0.01608,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418
220,18540.9,0.89804,0.87117,1.27328,0.01573,0.89163,0.85802,0.89879,0.75154,0.75045,0.66223,1.22517,0.01621,0.0234957,0.0078319,0.0234957,0.0078319,0.0234957,0.0078319,0.0234957,0.0078319
221,18628.4,0.90778,0.88922,1.28727,0.01628,0.89541,0.85579,0.89887,0.7531,0.74854,0.66207,1.22353,0.01598,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
222,18715.8,0.89663,0.87866,1.27691,0.01616,0.89703,0.857,0.8988,0.75267,0.7508,0.66353,1.22465,0.01626,0.0234363,0.0078121,0.0234363,0.0078121,0.0234363,0.0078121,0.0234363,0.0078121
223,18802.8,0.89221,0.87188,1.27115,0.01553,0.89051,0.8641,0.89881,0.75184,0.75078,0.6622,1.22422,0.01632,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022
224,18890.9,0.8933,0.85585,1.27167,0.01654,0.89829,0.86079,0.89905,0.75205,0.74964,0.66243,1.22315,0.01618,0.0233769,0.0077923,0.0233769,0.0077923,0.0233769,0.0077923,0.0233769,0.0077923
225,18978.8,0.9002,0.87521,1.2781,0.0162,0.90315,0.85809,0.89947,0.7531,0.74792,0.66158,1.22263,0.01586,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824
