epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
226,19067.5,0.89943,0.87216,1.276,0.01574,0.90036,0.86192,0.89941,0.75379,0.74587,0.65909,1.22063,0.01616,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
227,19155.5,0.89442,0.86036,1.27706,0.01599,0.90203,0.86191,0.90029,0.75362,0.74452,0.65753,1.21874,0.0162,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626
228,19242.2,0.89748,0.86007,1.27344,0.01607,0.90738,0.85879,0.89968,0.754,0.74377,0.65796,1.21847,0.01621,0.0232581,0.0077527,0.0232581,0.0077527,0.0232581,0.0077527,0.0232581,0.0077527
229,19331.3,0.91024,0.88285,1.29071,0.01649,0.90204,0.86103,0.90028,0.75474,0.74383,0.65801,1.21987,0.01645,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428
230,19419.5,0.89653,0.86782,1.27272,0.01596,0.89546,0.86226,0.89991,0.7551,0.74357,0.6583,1.22011,0.0162,0.0231987,0.0077329,0.0231987,0.0077329,0.0231987,0.0077329,0.0231987,0.0077329
231,19508.6,0.89709,0.87024,1.27546,0.01604,0.89469,0.86186,0.8999,0.75414,0.7424,0.65876,1.21922,0.01581,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
232,19597,0.89015,0.85691,1.26477,0.01601,0.90257,0.85824,0.90002,0.75491,0.74166,0.65629,1.21825,0.01586,0.0231393,0.0077131,0.0231393,0.0077131,0.0231393,0.0077131,0.0231393,0.0077131
233,19684.2,0.89015,0.85826,1.26884,0.01614,0.90566,0.8557,0.89983,0.75415,0.74208,0.65637,1.21888,0.01566,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032
234,19771.4,0.89741,0.86749,1.26938,0.01585,0.90166,0.85634,0.89976,0.75547,0.74064,0.65548,1.21724,0.01571,0.0230799,0.0076933,0.0230799,0.0076933,0.0230799,0.0076933,0.0230799,0.0076933
235,19860.1,0.89858,0.8604,1.27214,0.01651,0.90331,0.85787,0.90009,0.75465,0.74065,0.65681,1.217,0.01598,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834
236,19948.4,0.89233,0.86773,1.27498,0.016,0.90325,0.85817,0.89964,0.75505,0.7399,0.65678,1.21676,0.01586,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
237,20035.8,0.88799,0.84698,1.26513,0.01603,0.9071,0.85498,0.90006,0.75563,0.74003,0.6561,1.21661,0.01571,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636
238,20126.9,0.89503,0.87512,1.27333,0.01569,0.90949,0.85841,0.89994,0.75565,0.7397,0.65644,1.21644,0.01582,0.0229611,0.0076537,0.0229611,0.0076537,0.0229611,0.0076537,0.0229611,0.0076537
239,20219.8,0.88039,0.85207,1.2671,0.01647,0.90667,0.85684,0.8994,0.75581,0.73906,0.65605,1.21556,0.01606,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438
240,20308.9,0.88492,0.86011,1.26709,0.01517,0.90751,0.85398,0.89958,0.75563,0.73898,0.65421,1.21516,0.01577,0.0229017,0.0076339,0.0229017,0.0076339,0.0229017,0.0076339,0.0229017,0.0076339
241,20394.3,0.88736,0.85658,1.26232,0.01554,0.90794,0.85377,0.90037,0.7563,0.73864,0.65173,1.21426,0.01605,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
242,20481.5,0.88485,0.85798,1.26643,0.01571,0.9067,0.85359,0.90063,0.75697,0.7378,0.65178,1.21392,0.01588,0.0228423,0.0076141,0.0228423,0.0076141,0.0228423,0.0076141,0.0228423,0.0076141
243,20568.1,0.88549,0.85466,1.27343,0.01658,0.90232,0.85617,0.90033,0.75739,0.73844,0.65289,1.21439,0.01572,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042
244,20654.9,0.88124,0.8495,1.26204,0.01583,0.90395,0.85596,0.9006,0.75742,0.73774,0.65173,1.21389,0.01548,0.0227829,0.0075943,0.0227829,0.0075943,0.0227829,0.0075943,0.0227829,0.0075943
245,20741.2,0.88418,0.84718,1.25981,0.01669,0.90552,0.85445,0.90051,0.75666,0.73728,0.65136,1.21406,0.01534,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844
246,20826.9,0.89028,0.8551,1.26597,0.01628,0.90629,0.85508,0.90078,0.75636,0.73676,0.64968,1.2131,0.01544,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
247,20913.7,0.88818,0.86429,1.26715,0.01581,0.90946,0.85563,0.90203,0.75736,0.73683,0.6482,1.2128,0.01555,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646
248,20999.3,0.87802,0.84955,1.25741,0.0149,0.90678,0.85841,0.90194,0.75753,0.73697,0.64821,1.21229,0.01535,0.0226641,0.0075547,0.0226641,0.0075547,0.0226641,0.0075547,0.0226641,0.0075547
249,21086,0.88724,0.84686,1.26149,0.01643,0.90701,0.85675,0.90202,0.75809,0.73621,0.64789,1.21205,0.01531,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448
250,21173.5,0.88356,0.84277,1.25529,0.01524,0.91291,0.85194,0.90219,0.75799,0.73612,0.64741,1.21133,0.01541,0.0226047,0.0075349,0.0226047,0.0075349,0.0226047,0.0075349,0.0226047,0.0075349
251,21259.5,0.87249,0.82836,1.25054,0.0155,0.91495,0.85221,0.90216,0.7575,0.73619,0.64751,1.21118,0.0155,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
252,21343.9,0.87805,0.8349,1.25479,0.01484,0.91245,0.85489,0.90266,0.75759,0.73553,0.64652,1.21016,0.01537,0.0225453,0.0075151,0.0225453,0.0075151,0.0225453,0.0075151,0.0225453,0.0075151
253,21429.2,0.88027,0.84454,1.26192,0.01564,0.91512,0.8535,0.90253,0.75769,0.73515,0.64611,1.20939,0.01547,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052
254,21515.3,0.87611,0.83967,1.25357,0.0152,0.91695,0.85218,0.90271,0.75784,0.73404,0.6459,1.20781,0.01558,0.0224859,0.0074953,0.0224859,0.0074953,0.0224859,0.0074953,0.0224859,0.0074953
255,21599.6,0.87985,0.83898,1.25664,0.01595,0.91814,0.85257,0.90318,0.75826,0.73359,0.64586,1.20755,0.01551,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854
256,21686.1,0.87022,0.83364,1.25239,0.01522,0.91352,0.85551,0.90363,0.75811,0.73325,0.64535,1.20709,0.01555,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
257,21772,0.87437,0.83994,1.25671,0.01541,0.91212,0.85604,0.90298,0.75813,0.73245,0.64429,1.20605,0.0156,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656
258,21857.9,0.87903,0.83832,1.2577,0.01589,0.91216,0.85578,0.90322,0.75831,0.73158,0.64321,1.20508,0.01572,0.0223671,0.0074557,0.0223671,0.0074557,0.0223671,0.0074557,0.0223671,0.0074557
259,21943.7,0.87597,0.83436,1.25205,0.01555,0.91389,0.85405,0.90292,0.75893,0.73103,0.64328,1.20483,0.01565,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458
260,22030.2,0.86597,0.82206,1.24796,0.0154,0.91335,0.85396,0.90269,0.75892,0.72998,0.64323,1.20397,0.01565,0.0223077,0.0074359,0.0223077,0.0074359,0.0223077,0.0074359,0.0223077,0.0074359
261,22116.8,0.87598,0.83527,1.25415,0.01535,0.91203,0.85518,0.90386,0.75916,0.72916,0.64262,1.20313,0.01566,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
262,22203.7,0.86753,0.83075,1.24978,0.01599,0.90534,0.86056,0.90329,0.76056,0.72822,0.64141,1.20237,0.01546,0.0222483,0.0074161,0.0222483,0.0074161,0.0222483,0.0074161,0.0222483,0.0074161
263,22290.6,0.86727,0.83401,1.2521,0.01501,0.90283,0.86192,0.90375,0.76102,0.72751,0.64129,1.20202,0.01552,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062
264,22377.5,0.86418,0.8324,1.24927,0.01558,0.90574,0.86066,0.9034,0.76087,0.72736,0.64089,1.20198,0.01537,0.0221889,0.0073963,0.0221889,0.0073963,0.0221889,0.0073963,0.0221889,0.0073963
265,22464.1,0.86889,0.82832,1.24743,0.0144,0.90315,0.86216,0.90338,0.75917,0.72657,0.64008,1.2013,0.01552,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
266,22550.2,0.8659,0.82771,1.25175,0.01525,0.90506,0.86062,0.90373,0.76028,0.72581,0.64005,1.20078,0.01565,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
267,22635.4,0.86725,0.82632,1.24979,0.01568,0.90549,0.86095,0.90401,0.76081,0.72462,0.63957,1.19971,0.01558,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666
268,22721.4,0.86909,0.83226,1.25414,0.01569,0.90567,0.86049,0.90427,0.76057,0.72413,0.63921,1.19893,0.01556,0.0220701,0.0073567,0.0220701,0.0073567,0.0220701,0.0073567,0.0220701,0.0073567
269,22807.2,0.87053,0.83313,1.24946,0.01531,0.90516,0.85951,0.9038,0.76067,0.72363,0.63832,1.19839,0.01558,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
270,22894.3,0.86622,0.82683,1.2449,0.0155,0.9067,0.85895,0.90385,0.76024,0.7225,0.63717,1.19757,0.01572,0.0220107,0.0073369,0.0220107,0.0073369,0.0220107,0.0073369,0.0220107,0.0073369
271,22980.5,0.87122,0.834,1.24682,0.01588,0.90678,0.85825,0.90399,0.75987,0.72171,0.63683,1.19694,0.01567,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
272,23068.3,0.87016,0.83413,1.24765,0.01498,0.90616,0.8587,0.90395,0.76028,0.72132,0.63596,1.19634,0.01558,0.0219513,0.0073171,0.0219513,0.0073171,0.0219513,0.0073171,0.0219513,0.0073171
273,23155.9,0.86145,0.81882,1.24461,0.01465,0.90837,0.85762,0.90469,0.76017,0.72061,0.6355,1.19559,0.01552,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072
274,23243.7,0.86321,0.82635,1.23897,0.01514,0.90595,0.85874,0.90521,0.76009,0.72091,0.6365,1.19583,0.01554,0.0218919,0.0072973,0.0218919,0.0072973,0.0218919,0.0072973,0.0218919,0.0072973
275,23331.7,0.8649,0.82283,1.24345,0.01479,0.89747,0.86521,0.90478,0.76053,0.7202,0.63607,1.19521,0.01562,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874
276,23418.3,0.8675,0.82712,1.24648,0.01492,0.89879,0.86277,0.90468,0.76152,0.72074,0.63701,1.19531,0.01571,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
277,23506.4,0.86715,0.83107,1.25038,0.0148,0.88857,0.87489,0.9049,0.76171,0.71974,0.63655,1.19427,0.01571,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676
278,23594.2,0.85948,0.82297,1.24422,0.01498,0.88765,0.87671,0.90413,0.76185,0.71969,0.63643,1.19385,0.01555,0.0217731,0.0072577,0.0217731,0.0072577,0.0217731,0.0072577,0.0217731,0.0072577
279,23688,0.85533,0.81792,1.24618,0.01493,0.88878,0.87617,0.90421,0.76209,0.71898,0.63575,1.19328,0.01546,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478
280,23776.4,0.86175,0.82247,1.24358,0.01545,0.88842,0.87589,0.90405,0.76189,0.71909,0.63623,1.19302,0.01536,0.0217137,0.0072379,0.0217137,0.0072379,0.0217137,0.0072379,0.0217137,0.0072379
281,23864.4,0.85358,0.80868,1.24139,0.01442,0.88883,0.87444,0.90412,0.7625,0.71851,0.63551,1.1924,0.0153,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
282,23951.5,0.8592,0.82562,1.24275,0.0148,0.88917,0.87459,0.90428,0.7627,0.7179,0.63479,1.19189,0.01526,0.0216543,0.0072181,0.0216543,0.0072181,0.0216543,0.0072181,0.0216543,0.0072181
283,24037.1,0.85559,0.81456,1.23959,0.01464,0.88976,0.87487,0.90454,0.76274,0.71705,0.63346,1.19141,0.01524,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082
284,24123.5,0.85901,0.81859,1.24764,0.01474,0.88957,0.87629,0.90474,0.76365,0.71679,0.63323,1.19144,0.01526,0.0215949,0.0071983,0.0215949,0.0071983,0.0215949,0.0071983,0.0215949,0.0071983
285,24210.2,0.85505,0.80687,1.23628,0.01568,0.89009,0.87562,0.90506,0.76282,0.71659,0.63248,1.19177,0.01521,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884
286,24295.8,0.86021,0.82798,1.24215,0.01473,0.89016,0.87645,0.90547,0.76329,0.71619,0.6315,1.19157,0.01528,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
287,24381.3,0.86137,0.82038,1.24397,0.01474,0.88984,0.87503,0.90566,0.76438,0.71588,0.6313,1.19127,0.01534,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686
288,24471.5,0.85868,0.80961,1.24237,0.01496,0.88857,0.87714,0.90612,0.7647,0.71523,0.63116,1.19059,0.01533,0.0214761,0.0071587,0.0214761,0.0071587,0.0214761,0.0071587,0.0214761,0.0071587
289,24561.5,0.86105,0.81492,1.24209,0.01577,0.89095,0.87389,0.90614,0.76307,0.71489,0.63119,1.19037,0.0152,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488
290,24648.1,0.86098,0.82943,1.24659,0.01554,0.89375,0.86938,0.90629,0.76383,0.71453,0.63087,1.18995,0.0153,0.0214167,0.0071389,0.0214167,0.0071389,0.0214167,0.0071389,0.0214167,0.0071389
291,24732.9,0.8543,0.81537,1.23974,0.01522,0.90461,0.86146,0.90628,0.76407,0.71424,0.63031,1.18935,0.01519,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
292,24818.5,0.86063,0.80964,1.23977,0.01509,0.90631,0.86078,0.90632,0.76493,0.71427,0.62952,1.18911,0.01516,0.0213573,0.0071191,0.0213573,0.0071191,0.0213573,0.0071191,0.0213573,0.0071191
293,24905,0.85903,0.81505,1.23788,0.01501,0.90735,0.86057,0.90629,0.76457,0.71412,0.62889,1.18862,0.01511,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092
294,24990.4,0.85857,0.81305,1.23943,0.01484,0.9093,0.86052,0.90648,0.76505,0.71342,0.62819,1.18775,0.01508,0.0212979,0.0070993,0.0212979,0.0070993,0.0212979,0.0070993,0.0212979,0.0070993
295,25076.3,0.85278,0.79984,1.22991,0.01482,0.90846,0.8617,0.90646,0.76585,0.71299,0.62751,1.18739,0.01513,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894
296,25162.9,0.84638,0.80527,1.23348,0.01435,0.90799,0.86247,0.9065,0.76522,0.71297,0.62757,1.18721,0.01516,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
297,25249.6,0.8475,0.80545,1.22891,0.01499,0.90725,0.86304,0.90658,0.76552,0.7124,0.62657,1.18656,0.01519,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696
298,25335.5,0.84756,0.80145,1.23076,0.01457,0.9055,0.86359,0.90656,0.76556,0.71214,0.62601,1.18642,0.01509,0.0211791,0.0070597,0.0211791,0.0070597,0.0211791,0.0070597,0.0211791,0.0070597
299,25421.9,0.83969,0.80196,1.22214,0.0143,0.90563,0.86338,0.90607,0.7655,0.71229,0.62558,1.18634,0.01515,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498
300,25509.1,0.85227,0.80991,1.23112,0.014,0.9061,0.86305,0.90668,0.76566,0.71157,0.62527,1.18562,0.01522,0.0211197,0.0070399,0.0211197,0.0070399,0.0211197,0.0070399,0.0211197,0.0070399
301,25596.3,0.8533,0.82009,1.237,0.01446,0.90588,0.86348,0.90659,0.76577,0.7114,0.62514,1.18539,0.01527,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
302,25685,0.85231,0.8062,1.23805,0.01458,0.90528,0.86366,0.9067,0.76598,0.71116,0.62505,1.18528,0.01523,0.0210603,0.0070201,0.0210603,0.0070201,0.0210603,0.0070201,0.0210603,0.0070201
303,25773.1,0.85341,0.80886,1.23177,0.01494,0.9065,0.86313,0.90684,0.76641,0.71032,0.62427,1.18452,0.01521,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102
304,25860.4,0.84821,0.80162,1.23292,0.0147,0.90664,0.86294,0.90699,0.76714,0.70999,0.624,1.18447,0.01535,0.0210009,0.0070003,0.0210009,0.0070003,0.0210009,0.0070003,0.0210009,0.0070003
305,25949.1,0.83922,0.79095,1.22924,0.01492,0.90736,0.8629,0.90702,0.76686,0.71005,0.62396,1.18447,0.0154,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904
306,26036.9,0.85724,0.81302,1.23586,0.01472,0.90738,0.86352,0.90705,0.76701,0.70951,0.6236,1.18422,0.01533,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
307,26124.9,0.83963,0.79639,1.22904,0.01466,0.90747,0.86337,0.90719,0.76665,0.70885,0.62292,1.1835,0.01521,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706
308,26212,0.84107,0.79264,1.22889,0.01451,0.90714,0.86412,0.90726,0.76701,0.70857,0.62229,1.18331,0.01517,0.0208821,0.0069607,0.0208821,0.0069607,0.0208821,0.0069607,0.0208821,0.0069607
309,26297.6,0.83912,0.79588,1.22683,0.0143,0.90754,0.86396,0.9072,0.76675,0.70863,0.62191,1.18305,0.01522,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508
310,26384.1,0.84021,0.79345,1.23006,0.0146,0.90835,0.86325,0.90729,0.76708,0.70789,0.62138,1.18244,0.01526,0.0208227,0.0069409,0.0208227,0.0069409,0.0208227,0.0069409,0.0208227,0.0069409
311,26471.3,0.84926,0.80022,1.23224,0.01447,0.91094,0.86172,0.90732,0.76702,0.70769,0.62125,1.18227,0.0153,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
312,26556.7,0.8495,0.80227,1.22715,0.01439,0.91033,0.86181,0.90728,0.76652,0.70719,0.6212,1.18202,0.01531,0.0207633,0.0069211,0.0207633,0.0069211,0.0207633,0.0069211,0.0207633,0.0069211
313,26642.9,0.84708,0.79894,1.22826,0.01483,0.90701,0.86324,0.90713,0.76644,0.70726,0.62179,1.18201,0.01526,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112
314,26729.3,0.83663,0.79552,1.22732,0.01409,0.90587,0.86446,0.90702,0.76755,0.70668,0.62162,1.18159,0.01526,0.0207039,0.0069013,0.0207039,0.0069013,0.0207039,0.0069013,0.0207039,0.0069013
315,26817.2,0.84293,0.79111,1.22443,0.01441,0.90547,0.86424,0.90695,0.7671,0.70648,0.62145,1.18125,0.01524,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914
316,26906,0.84418,0.80162,1.22419,0.01464,0.90662,0.86394,0.90705,0.76757,0.70588,0.62157,1.18097,0.01524,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
317,27001.1,0.83466,0.7929,1.22153,0.01392,0.90701,0.86523,0.90709,0.76768,0.70532,0.6214,1.18035,0.01519,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716
318,27091.6,0.83871,0.80413,1.22453,0.01411,0.90784,0.86501,0.90745,0.76752,0.70478,0.62105,1.17982,0.01514,0.0205851,0.0068617,0.0205851,0.0068617,0.0205851,0.0068617,0.0205851,0.0068617
319,27178.5,0.83209,0.79162,1.21848,0.01391,0.90853,0.86568,0.90697,0.76761,0.70443,0.62061,1.17947,0.0151,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518
320,27264.8,0.84075,0.79689,1.22426,0.01491,0.90814,0.86517,0.90664,0.76712,0.70462,0.62082,1.17954,0.01507,0.0205257,0.0068419,0.0205257,0.0068419,0.0205257,0.0068419,0.0205257,0.0068419
321,27352.5,0.83627,0.78901,1.21894,0.01415,0.90787,0.86549,0.90757,0.7677,0.70404,0.62043,1.17902,0.01507,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
322,27445.1,0.83629,0.79227,1.21951,0.01383,0.9085,0.86531,0.90767,0.76778,0.7037,0.62008,1.17867,0.01508,0.0204663,0.0068221,0.0204663,0.0068221,0.0204663,0.0068221,0.0204663,0.0068221
323,27536,0.84124,0.79541,1.22522,0.01446,0.90825,0.86486,0.90752,0.76785,0.70324,0.62002,1.17831,0.01503,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122
324,27625.4,0.85038,0.80402,1.23061,0.0146,0.90853,0.86572,0.90755,0.76802,0.70319,0.61958,1.17817,0.01496,0.0204069,0.0068023,0.0204069,0.0068023,0.0204069,0.0068023,0.0204069,0.0068023
325,27716.6,0.83623,0.7868,1.22029,0.01487,0.90784,0.86632,0.90756,0.76835,0.70263,0.61963,1.17772,0.01492,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924
326,27809.7,0.84004,0.80038,1.22379,0.01438,0.90794,0.86638,0.90748,0.76814,0.70285,0.6197,1.17769,0.0149,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
327,27896.4,0.83725,0.79675,1.2184,0.0138,0.90867,0.86626,0.90756,0.76845,0.70169,0.61881,1.17667,0.01489,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726
328,27988.2,0.83394,0.79452,1.21831,0.01441,0.90758,0.86627,0.90749,0.76851,0.7021,0.61919,1.17693,0.0149,0.0202881,0.0067627,0.0202881,0.0067627,0.0202881,0.0067627,0.0202881,0.0067627
329,28075.9,0.83523,0.79186,1.22206,0.01393,0.9101,0.86552,0.90755,0.76875,0.70174,0.61859,1.17638,0.01489,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528
330,28164.1,0.8438,0.80793,1.22578,0.01484,0.91008,0.86441,0.90762,0.76892,0.70096,0.61816,1.17567,0.01491,0.0202287,0.0067429,0.0202287,0.0067429,0.0202287,0.0067429,0.0202287,0.0067429
331,28251.4,0.83623,0.79063,1.22098,0.01441,0.91062,0.86456,0.9077,0.76893,0.70061,0.61781,1.1754,0.01488,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
332,28340.2,0.82921,0.78079,1.21552,0.01324,0.91077,0.8647,0.90782,0.76917,0.70038,0.61756,1.17499,0.0148,0.0201693,0.0067231,0.0201693,0.0067231,0.0201693,0.0067231,0.0201693,0.0067231
333,28429.7,0.838,0.789,1.21621,0.01416,0.91027,0.86496,0.90787,0.76931,0.69986,0.61733,1.17444,0.01478,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132
334,28519.7,0.8279,0.77799,1.214,0.01413,0.91003,0.86461,0.90778,0.7691,0.70002,0.61699,1.17443,0.01471,0.0201099,0.0067033,0.0201099,0.0067033,0.0201099,0.0067033,0.0201099,0.0067033
335,87.7059,0.79257,0.73038,1.18423,0.01355,0.90988,0.86488,0.9075,0.76832,0.69996,0.61706,1.1744,0.01473,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934
336,173.639,0.81123,0.74154,1.19837,0.01424,0.91022,0.86451,0.9077,0.76878,0.7,0.61658,1.17431,0.01473,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
337,253.771,0.81636,0.76595,1.20922,0.01445,0.91063,0.86434,0.90769,0.76888,0.69973,0.61655,1.17419,0.01471,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736
338,336.141,0.83007,0.78185,1.21862,0.01406,0.91039,0.86417,0.90766,0.76897,0.69978,0.6163,1.17418,0.01469,0.0199911,0.0066637,0.0199911,0.0066637,0.0199911,0.0066637,0.0199911,0.0066637
339,420.869,0.83163,0.78205,1.21951,0.01439,0.91012,0.86387,0.90696,0.76874,0.69995,0.61628,1.17425,0.01474,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538
340,505.902,0.82735,0.77799,1.21591,0.01431,0.9087,0.86572,0.907,0.76893,0.69956,0.61581,1.17376,0.01474,0.0199317,0.0066439,0.0199317,0.0066439,0.0199317,0.0066439,0.0199317,0.0066439
341,589.132,0.82538,0.77774,1.21566,0.01382,0.90956,0.86559,0.90723,0.76896,0.69929,0.61555,1.17375,0.01468,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
342,673.844,0.82285,0.77156,1.20959,0.01391,0.90966,0.86539,0.90789,0.7692,0.69931,0.61538,1.17359,0.01466,0.0198723,0.0066241,0.0198723,0.0066241,0.0198723,0.0066241,0.0198723,0.0066241
343,755.919,0.83284,0.78864,1.22329,0.01444,0.90974,0.86505,0.9078,0.76926,0.69957,0.61574,1.17379,0.01461,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142
344,835.898,0.8415,0.7924,1.22602,0.01457,0.90918,0.86575,0.90789,0.76939,0.69887,0.61501,1.17315,0.01454,0.0198129,0.0066043,0.0198129,0.0066043,0.0198129,0.0066043,0.0198129,0.0066043
345,918.561,0.83014,0.78003,1.21846,0.01393,0.91203,0.86319,0.90795,0.76949,0.69914,0.61489,1.17315,0.01456,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944
346,1002.49,0.83459,0.78174,1.21474,0.01439,0.91097,0.86428,0.90798,0.76985,0.69898,0.61495,1.17342,0.01455,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
